City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
468,Margate,AU,2020-01-05 06:40:45,-43.03,147.26,69.01,42,5,16.11,clear sky,0.0,0.0
469,Matay,EG,2020-01-05 06:40:45,28.42,30.79,43.2,61,0,3.83,clear sky,0.0,0.0
470,Sobolevo,RU,2020-01-05 06:40:46,54.43,31.9,27.75,93,9,8.68,clear sky,0.0,0.0
471,Puerto Leguizamo,CO,2020-01-05 06:40:46,-0.19,-74.78,72.5,79,84,2.42,broken clouds,0.0,0.0
472,Micheweni,TZ,2020-01-05 06:40:46,-4.97,39.83,82.87,78,57,6.58,broken clouds,0.0,0.0
473,Westport,US,2020-01-05 06:37:26,41.14,-73.36,41.0,86,90,16.11,light rain,0.0,0.0
474,Vila,IT,2020-01-05 06:40:46,45.18,8.4,43.0,71,0,8.05,clear sky,0.0,0.0
475,North Bend,US,2020-01-05 06:40:46,43.41,-124.22,46.99,87,90,10.29,light rain,0.0,0.0
476,Deep River,CA,2020-01-05 06:37:36,46.1,-77.49,21.2,73,20,10.29,few clouds,0.0,0.0
477,Nurota,UZ,2020-01-05 06:40:47,40.56,65.69,41.0,86,100,6.93,overcast clouds,0.0,0.0
478,Srandakan,ID,2020-01-05 06:40:47,-7.94,110.25,85.06,70,28,12.41,light rain,1.31,0.0
479,Yumen,CN,2020-01-05 06:40:47,40.29,97.04,22.68,63,100,12.3,overcast clouds,0.0,0.0
480,Goya,AR,2020-01-05 06:40:47,-29.14,-59.27,69.37,67,0,5.26,clear sky,0.0,0.0
481,Bilibino,RU,2020-01-05 06:40:48,68.06,166.44,-4.97,56,0,2.26,clear sky,0.0,0.0
482,Chifeng,CN,2020-01-05 06:40:48,42.27,118.96,29.66,33,63,5.86,broken clouds,0.0,0.0
483,Storforshei,NO,2020-01-05 06:40:48,66.4,14.52,18.0,92,100,3.0,light snow,0.0,0.12
484,Meulaboh,ID,2020-01-05 06:40:48,4.14,96.13,82.24,72,3,3.98,clear sky,0.0,0.0
485,Blagesti,RO,2020-01-05 06:40:48,46.68,26.65,33.01,90,75,3.36,mist,0.0,0.0
486,Lubao,CD,2020-01-05 06:40:49,-5.39,25.75,71.4,95,100,4.43,light rain,2.19,0.0
487,Okha,RU,2020-01-05 06:40:49,53.59,142.95,18.41,94,100,22.37,light snow,0.0,1.5
488,Anloga,GH,2020-01-05 06:40:49,5.79,0.9,66.2,52,0,6.93,haze,0.0,0.0
489,Sukhinichi,RU,2020-01-05 06:40:49,54.1,35.35,30.79,80,100,7.09,overcast clouds,0.0,0.0
490,Ridgecrest,US,2020-01-05 06:40:49,35.62,-117.67,46.0,70,1,5.82,clear sky,0.0,0.0
491,Tura,RU,2020-01-05 06:40:50,64.27,100.22,4.91,90,100,6.33,overcast clouds,0.0,0.0
492,Saint-Augustin,CA,2020-01-05 06:40:50,45.63,-73.98,28.99,92,90,2.24,light snow,0.0,0.0
493,Souillac,FR,2020-01-05 06:40:50,45.6,-0.6,35.01,100,0,3.36,clear sky,0.0,0.0
494,Alyangula,AU,2020-01-05 06:40:50,-13.85,136.42,91.4,59,55,5.82,light rain,1.06,0.0
495,West Odessa,US,2020-01-05 06:40:50,31.84,-102.48,48.2,36,1,8.05,clear sky,0.0,0.0
496,Kawalu,ID,2020-01-05 06:40:50,-7.38,108.21,81.82,70,60,5.95,light rain,2.19,0.0
497,Peniche,PT,2020-01-05 06:40:51,39.36,-9.38,48.0,93,0,1.12,clear sky,0.0,0.0
498,Port Hardy,CA,2020-01-05 06:40:51,50.7,-127.42,41.0,86,75,20.8,broken clouds,0.0,0.0
499,Shenjiamen,CN,2020-01-05 06:40:51,29.96,122.3,58.39,76,72,14.29,broken clouds,0.0,0.0
500,Henties Bay,NA,2020-01-05 06:40:51,-22.12,14.28,62.01,93,81,3.38,broken clouds,0.0,0.0
501,Mbandaka,CD,2020-01-05 06:40:52,0.05,18.26,72.86,43,100,2.1,overcast clouds,0.0,0.0
502,Chapais,CA,2020-01-05 06:40:52,49.78,-74.86,5.0,92,90,5.82,light snow,0.0,0.0
503,Soyo,AO,2020-01-05 06:40:52,-6.13,12.37,75.2,94,75,5.75,broken clouds,0.0,0.0
504,Camacari,BR,2020-01-05 06:40:52,-12.7,-38.32,78.8,78,75,3.36,broken clouds,0.0,0.0
505,Cervo,BR,2020-01-05 06:40:52,-22.19,-46.24,61.65,95,97,1.19,overcast clouds,0.0,0.0
506,Maniitsoq,GL,2020-01-05 06:40:52,65.42,-52.9,18.46,89,100,6.82,light snow,0.0,0.69
507,Drinovci,HR,2020-01-05 06:40:53,43.85,16.01,50.0,42,33,13.87,scattered clouds,0.0,0.0
508,Ladispoli,IT,2020-01-05 06:40:53,41.95,12.07,45.0,93,0,5.82,clear sky,0.0,0.0
509,Port Said,EG,2020-01-05 06:40:28,25.34,30.55,45.75,54,0,3.09,clear sky,0.0,0.0
510,Sabha,LY,2020-01-05 06:40:53,27.03,14.43,39.9,77,0,3.42,clear sky,0.0,0.0
511,Belmonte,PT,2020-01-05 06:40:54,40.36,-7.35,39.0,31,6,7.0,clear sky,0.0,0.0
512,Sterling,US,2020-01-05 06:40:54,39.0,-77.4,44.6,69,90,17.22,overcast clouds,0.0,0.0
513,Savannah Bight,HN,2020-01-05 06:40:54,16.45,-85.85,79.63,80,2,15.64,light rain,0.69,0.0
514,Biak,ID,2020-01-05 06:40:54,-0.91,122.88,78.71,83,100,9.44,moderate rain,7.19,0.0
515,Mapastepec,MX,2020-01-05 06:40:55,15.44,-92.9,71.13,57,25,8.84,scattered clouds,0.0,0.0
516,Voh,NC,2020-01-05 06:40:55,-20.95,164.69,78.04,75,0,21.94,clear sky,0.0,0.0
517,Fairbanks,US,2020-01-05 06:38:11,64.84,-147.72,-15.0,74,75,1.36,broken clouds,0.0,0.0
518,Luena,AO,2020-01-05 06:40:55,-11.78,19.91,65.14,94,100,6.98,light rain,0.13,0.0
519,Caldas Novas,BR,2020-01-05 06:40:55,-17.75,-48.62,66.45,97,49,6.33,scattered clouds,0.0,0.0
520,Bilovec,CZ,2020-01-05 06:40:56,49.76,18.02,34.0,78,82,16.11,broken clouds,0.0,0.0
521,Tazmalt,DZ,2020-01-05 06:40:56,36.39,4.4,42.8,87,0,12.75,clear sky,0.0,0.0
522,Ziro,IN,2020-01-05 06:40:56,27.54,93.82,66.2,93,75,2.24,mist,0.0,0.0
523,Juneau,US,2020-01-05 06:36:02,58.3,-134.42,28.0,92,90,4.7,light rain,0.0,0.0
524,Kurara,IN,2020-01-05 06:40:56,25.98,79.99,67.01,50,0,6.53,clear sky,0.0,0.0
525,Puerto Escondido,MX,2020-01-05 06:40:57,15.86,-97.07,75.2,78,40,5.82,scattered clouds,0.0,0.0
526,Lufilufi,WS,2020-01-05 06:40:57,-13.87,-171.6,89.01,70,100,15.99,light rain,0.31,0.0
527,Shelburne,CA,2020-01-05 06:40:57,44.08,-80.2,32.0,74,90,9.17,overcast clouds,0.0,0.0
528,Powell,US,2020-01-05 06:40:57,40.16,-83.08,34.0,72,90,8.05,overcast clouds,0.0,0.0
529,Shimla,IN,2020-01-05 06:39:29,31.1,77.17,51.51,39,57,4.9,broken clouds,0.0,0.0
530,Rawson,AR,2020-01-05 06:40:58,-43.3,-65.11,59.16,76,5,19.48,clear sky,0.0,0.0
531,Kenora,CA,2020-01-05 06:40:58,49.76,-94.48,24.8,85,90,12.75,overcast clouds,0.0,0.0
532,Raudeberg,NO,2020-01-05 06:40:58,61.99,5.14,42.01,86,100,21.92,light rain,0.0,0.0
533,Charlestown,US,2020-01-05 06:40:58,41.38,-71.64,41.0,100,90,13.87,light rain,0.0,0.0
534,Honningsvag,NO,2020-01-05 06:40:58,70.98,25.97,30.22,65,100,33.26,light snow,0.0,1.31
535,Srisailam,IN,2020-01-05 06:40:58,16.07,78.87,77.45,66,63,6.53,broken clouds,0.0,0.0
536,Evensk,RU,2020-01-05 06:40:59,61.92,159.24,2.08,45,10,2.21,clear sky,0.0,0.0
537,Werota,ET,2020-01-05 06:40:59,11.92,37.7,67.98,74,7,8.57,light rain,0.75,0.0
538,Egvekinot,RU,2020-01-05 06:40:59,66.32,-179.17,-12.3,68,0,11.99,clear sky,0.0,0.0
539,Naqadeh,IR,2020-01-05 06:40:59,36.96,45.39,30.92,64,9,4.09,clear sky,0.0,0.0
540,Verkhnyaya Inta,RU,2020-01-05 06:40:59,65.99,60.32,23.56,90,80,27.78,light snow,0.0,0.13
541,Cabimas,VE,2020-01-05 06:40:59,10.39,-71.44,78.26,81,0,12.46,clear sky,0.0,0.0
542,Abaza,RU,2020-01-05 06:41:00,52.65,90.1,22.55,80,99,5.61,overcast clouds,0.0,0.0
543,Bure,NG,2020-01-05 06:41:00,10.52,10.33,55.49,44,20,6.22,few clouds,0.0,0.0
544,Chala,TZ,2020-01-05 06:41:00,-7.6,31.27,71.02,89,100,1.99,light rain,2.63,0.0
545,Aykhal,RU,2020-01-05 06:41:00,65.95,111.51,-11.2,76,100,2.24,overcast clouds,0.0,0.0
546,Filingue,NE,2020-01-05 06:41:01,14.35,3.32,55.98,30,17,12.41,few clouds,0.0,0.0
547,Capaci,IT,2020-01-05 06:41:01,38.17,13.24,59.0,72,75,13.87,broken clouds,0.0,0.0
548,Grand Gaube,MU,2020-01-05 06:41:01,-20.01,57.66,78.01,94,75,6.93,broken clouds,0.0,0.0
549,Cabedelo,BR,2020-01-05 06:41:01,-6.97,-34.84,75.2,94,20,4.7,few clouds,0.0,0.0
550,Anito,PH,2020-01-05 06:41:01,12.45,125.29,81.09,78,99,26.87,light rain,1.37,0.0
551,Auki,NG,2020-01-05 06:41:02,12.18,6.51,59.47,28,98,17.58,overcast clouds,0.0,0.0
552,Oistins,BB,2020-01-05 06:40:58,13.07,-59.53,77.0,78,20,6.93,few clouds,0.0,0.0
553,Sinnamary,GF,2020-01-05 06:41:02,5.38,-52.96,79.05,80,52,13.58,light rain,0.31,0.0
